Date,Product ID,Product Name,Price per Unit,Price per Unit (sold),Quantity Sold (liters/kg),Quantity in Stock (liters/kg),Expiration Date,Total Value,Days to Expire
2022-03-15,7,Lassi,43.87,46.95,925,61,2022-02-10,43262.4005,26
2021-09-25,2,Butter,11.66,14.3,133,778,2021-10-01,10629.4892,65
2019-08-20,2,Butter,69.42,72.95,649,317,2019-09-22,67072.90980000001,92
2022-12-11,1,Milk,72.95,68.39,84,30,2022-12-09,8360.799500000001,57
2021-08-05,1,Milk,73.44,69.65,494,232,2021-07-22,53378.3952,45
2022-06-08,7,Lassi,61.26,65.03,28,345,2022-06-10,22902.051,61
2019-12-01,6,Curd,26.93,24.13,17,16,2019-11-28,911.5805,56
2019-09-01,6,Curd,80.27,76.24,328,573,2019-08-08,72401.1319,35
2022-06-14,4,Yogurt,45.23,41.18,234,118,2022-06-17,15950.3595,62
2019-04-20,5,Ice Cream,36.58,36.82,230,400,2019-04-04,23061.861,43
2022-03-24,8,Buttermilk,67.79,63.62,40,11,2022-03-03,3506.7767,38
2022-04-26,8,Buttermilk,34.98,39.38,237,567,2022-05-03,28130.2164,66
2019-11-26,4,Yogurt,76.37,75.05,112,780,2019-12-17,68142.6599,80
2020-05-17,6,Curd,59.28,54.83,539,343,2020-04-05,52304.5224,17
2022-01-25,10,Ghee,28.47,23.57,29,8,2022-05-11,1063.3545,165
2022-04-26,9,Paneer,71.27,67.59,97,900,2022-03-17,71112.49329999999,19
2020-07-14,5,Ice Cream,33.96,36.51,1,67,2020-07-27,2336.1084,72
2021-11-25,7,Lassi,12.59,17.12,203,32,2021-10-17,2966.0781,20
2021-01-16,2,Butter,22.14,26.28,333,286,2020-12-28,13707.3168,40
2020-11-11,5,Ice Cream,80.54,85.53,283,406,2020-12-02,55558.908200000005,80
2021-12-11,4,Yogurt,26.16,21.98,305,313,2021-12-11,16186.5,59
2020-02-27,3,Cheese,67.27,64.41,431,305,2020-03-15,49564.53599999999,76
2022-01-15,1,Milk,30.03,26.76,89,784,2022-01-25,26219.7936,69
2019-05-12,10,Ghee,38.08,39.84,216,338,2019-08-10,21120.6912,149
2022-06-26,9,Paneer,60.58,59.72,393,149,2022-06-15,32875.55439999999,48
2019-11-10,9,Paneer,89.98,87.27,11,18,2019-10-31,2690.402,49
2019-07-21,6,Curd,31.62,29.7,381,159,2019-07-19,17095.6692,57
2019-04-17,6,Curd,30.17,29.07,149,349,2019-04-06,15048.494300000002,48
2021-09-03,1,Milk,90.87,86.5,154,13,2021-07-31,15247.986000000004,25
2022-10-17,5,Ice Cream,92.66,92.79,100,28,2022-10-19,11926.2686,61
2021-11-19,3,Cheese,65.87,69.77,514,332,2021-12-06,55760.9311,76
2019-07-10,10,Ghee,78.62,79.17,461,470,2019-11-05,73254.9712,177
2020-07-10,1,Milk,42.5,41.68,300,98,2020-06-17,16945.600000000002,36
2019-09-02,6,Curd,12.02,11.47,244,327,2019-08-04,6867.8674,30
2020-04-27,1,Milk,21.98,25.47,177,351,2020-03-05,11607.8578,6
2021-07-04,1,Milk,46.01,43.98,306,612,2021-06-07,42250.5229,32
2019-02-28,6,Curd,98.59,97.9,31,827,2019-01-13,84649.37400000001,13
2019-11-24,10,Ghee,75.81,80.47,25,573,2020-01-06,45380.6241,102
2022-09-19,5,Ice Cream,22.25,19.94,309,161,2022-10-15,10470.1825,85
2021-02-11,2,Butter,15.61,14.45,104,780,2021-03-11,13805.9523,87
2019-04-04,5,Ice Cream,18.56,20.27,643,30,2019-03-05,12491.4368,29
2019-09-28,2,Butter,81.72,81.27,193,238,2019-08-30,35283.4272,30
2020-09-28,8,Buttermilk,92.04,89.14,42,725,2020-08-17,70668.312,17
2020-06-11,9,Paneer,77.6,74.07,47,325,2020-05-21,28895.136,38
2020-07-28,5,Ice Cream,45.86,49.29,110,698,2020-08-08,37083.3132,70
2020-08-06,3,Cheese,88.6,85.77,100,245,2020-10-11,30639.652,125
2021-03-12,6,Curd,18.13,21.36,143,76,2021-01-23,3978.8098,11
2022-01-05,6,Curd,43.2,39.37,35,259,2021-12-24,12710.736,47
2021-07-21,2,Butter,47.71,49.78,4,4,2021-07-11,381.68,49
2021-08-02,8,Buttermilk,36.91,40.11,648,309,2021-07-31,35348.706999999995,57
2019-02-02,5,Ice Cream,80.74,77.93,304,487,2019-02-14,63887.9472,71
2021-04-12,4,Yogurt,15.32,11.57,73,132,2021-04-28,3149.3324,75
2020-04-28,7,Lassi,25.91,21.82,324,425,2020-03-30,19426.7998,30
2020-09-23,8,Buttermilk,59.08,61.72,226,567,2020-09-26,46903.0212,62
2022-09-01,8,Buttermilk,36.7,40.03,94,107,2022-08-26,7380.003000000001,53
2022-02-10,1,Milk,32.6,32.83,389,543,2022-02-15,30386.460000000003,64
2019-04-08,4,Yogurt,58.51,61.17,6,911,2019-04-15,53670.0528,66
2019-09-12,6,Curd,33.31,36.01,15,948,2019-08-21,32079.5286,37
2022-03-19,7,Lassi,37.92,37.38,409,43,2022-03-12,17143.632,52
2021-01-15,2,Butter,68.08,72.95,142,124,2020-12-22,18125.6192,35
2019-05-03,9,Paneer,22.63,25.34,401,170,2019-03-30,12936.8921,25
2020-08-04,4,Yogurt,12.01,13.71,320,323,2020-07-12,7726.6335,36
2020-12-11,8,Buttermilk,51.69,51.64,919,5,2020-12-16,47771.898,64
2020-04-07,9,Paneer,38.43,40.75,307,124,2020-02-26,16571.016,18
2022-02-26,2,Butter,60.74,61.29,237,288,2022-03-20,31917.047800000004,81
2020-07-19,10,Ghee,46.01,42.8,178,42,2020-09-26,10167.7499,128
2021-01-02,8,Buttermilk,53.45,50.11,325,36,2021-01-06,19306.6745,63
2022-10-25,6,Curd,51.34,48.26,239,456,2022-10-25,35706.456600000005,59
2022-04-22,10,Ghee,95.16,98.9,901,45,2022-08-07,90044.1984,166
2019-09-22,2,Butter,53.64,54.54,170,675,2019-10-01,45325.8,68
2021-12-26,2,Butter,60.24,62.53,212,383,2021-12-10,35899.4256,43
2021-10-12,3,Cheese,14.13,12.33,701,9,2021-12-11,10032.5826,119
2021-02-10,1,Milk,13.48,17.37,506,134,2021-01-18,8631.243999999999,36
2021-04-14,6,Curd,93.74,98.57,379,398,2021-04-09,72857.5402,54
2022-07-12,5,Ice Cream,15.62,16.7,128,36,2022-08-10,2574.8008,88
2019-12-22,3,Cheese,37.61,41.61,164,116,2019-12-01,10564.2729,38
2020-04-05,2,Butter,41.31,40.86,233,136,2020-03-26,15271.0677,49
2022-10-16,2,Butter,99.52,104.15,73,196,2022-11-01,26819.6448,75
2021-11-27,3,Cheese,50.78,50.84,278,17,2021-12-22,15012.5992,84
2021-12-28,6,Curd,31.95,29.32,325,97,2021-11-15,13487.6925,16
2022-03-15,1,Milk,59.23,60.31,9,304,2022-01-25,18592.8893,10
2022-09-16,1,Milk,63.41,58.71,77,649,2022-08-11,46044.5374,23
2019-12-09,9,Paneer,26.13,30.49,137,156,2019-11-03,7657.135200000001,23
2020-04-23,6,Curd,88.15,90.14,203,257,2020-04-04,40599.245500000005,40
2019-01-18,7,Lassi,42.72,40.85,10,24,2018-12-10,1478.5392,20
2019-02-01,9,Paneer,91.19,89.41,192,330,2019-01-06,47623.0656,33
2022-02-26,3,Cheese,46.19,46.42,106,121,2022-04-02,10496.6775,94
2021-01-22,6,Curd,93.64,97.68,145,278,2020-12-25,39610.6564,31
2021-12-26,3,Cheese,20.84,16.35,76,232,2022-01-19,6419.5536,83
2022-01-01,7,Lassi,39.45,44.21,62,14,2021-12-15,3010.824,42
2021-07-15,1,Milk,46.7,43.99,78,93,2021-07-30,8009.517,74
2020-04-25,5,Ice Cream,47.56,51.45,107,32,2020-04-02,6620.352,36
2020-01-28,9,Paneer,73.76,72.35,379,59,2019-12-26,32320.156800000004,26
2021-01-12,5,Ice Cream,29.22,31.47,54,396,2021-01-21,13150.7532,68
2020-08-20,5,Ice Cream,28.79,29.82,241,87,2020-08-06,9467.8794,45
2020-03-27,10,Ghee,57.4,58.55,157,62,2020-04-10,12570.6,73
2021-05-15,8,Buttermilk,61.34,66.16,836,77,2021-04-23,56009.554,37
2021-10-14,9,Paneer,23.4,26.13,111,7,2021-09-15,2782.026,30
2020-01-24,10,Ghee,87.89,87.93,107,221,2020-05-04,28855.1659,160
2020-12-15,5,Ice Cream,52.51,53.26,8,42,2020-12-19,2646.504,63
2021-03-08,1,Milk,96.14,99.05,226,59,2021-03-18,27487.387400000003,69
2019-12-15,1,Milk,81.21,83.02,5,3,2019-12-20,670.7946,64
2019-04-21,8,Buttermilk,89.29,92.85,546,315,2019-03-15,76942.97880000001,22
2020-10-01,10,Ghee,40.5,37.1,341,87,2020-11-25,17355.870000000003,114
2020-01-22,8,Buttermilk,53.53,51.76,77,475,2020-01-14,29560.3366,51
2020-03-02,9,Paneer,15.96,18.07,246,334,2020-02-18,9264.78,46
2021-09-24,10,Ghee,41.5,39.09,602,23,2021-12-04,25970.7,130
2019-10-16,8,Buttermilk,47.5,44.56,90,58,2019-10-19,7071.325,62
2019-08-20,8,Buttermilk,20.87,16.74,120,781,2019-08-06,18806.5831,45
2020-04-21,10,Ghee,69.34,71.67,184,151,2020-06-27,23275.3578,126
2019-01-11,4,Yogurt,19.79,20.45,1,21,2019-01-25,436.9632,73
2022-01-21,3,Cheese,75.07,70.43,212,58,2022-01-27,20315.4434,65
2021-02-06,6,Curd,57.25,56.3,526,36,2021-01-26,32174.5,48
2022-01-21,2,Butter,33.98,35.84,7,1,2022-01-20,284.0728,58
2021-01-26,8,Buttermilk,74.96,74.83,38,40,2020-12-06,5888.857599999999,8
2022-05-21,5,Ice Cream,36.43,36.69,154,179,2022-05-02,12165.7985,40
2021-10-14,4,Yogurt,18.93,17.5,19,11,2021-11-04,583.8012,80
2021-06-15,8,Buttermilk,92.64,95.34,73,913,2021-05-15,91377.3168,28
2021-11-07,2,Butter,92.76,96.17,526,385,2021-10-22,84555.378,43
2020-03-07,6,Curd,88.22,89.94,53,930,2020-02-16,86731.7286,39
2019-02-07,2,Butter,19.65,22.59,26,101,2019-01-25,2508.7155,46
2020-12-18,1,Milk,29.24,31.9,21,24,2020-11-24,1331.5895999999998,35
2022-11-12,5,Ice Cream,49.67,53.89,247,687,2022-10-31,46414.62820000001,47
2021-01-28,10,Ghee,87.66,83.75,200,579,2021-03-25,68352.885,115
2022-04-21,10,Ghee,93.4,94.25,2,7,2022-08-18,866.752,178
2020-03-12,7,Lassi,67.46,63.79,7,197,2020-03-21,13792.8716,68
2019-06-28,4,Yogurt,85.72,85.15,31,227,2019-06-19,22147.4764,50
2020-11-24,9,Paneer,71.97,70.72,443,488,2020-11-22,67022.7822,57
2019-06-26,6,Curd,35.11,34.0,587,293,2019-06-03,30924.5369,36
2021-09-05,4,Yogurt,83.66,84.34,199,480,2021-09-16,56864.5386,70
2021-12-13,3,Cheese,50.93,49.66,53,225,2021-12-25,14188.588699999998,71
2020-06-14,7,Lassi,47.03,46.47,732,8,2020-05-25,34826.1853,39
2020-11-08,4,Yogurt,81.42,77.05,134,163,2020-10-29,24191.5104,49
2022-08-28,1,Milk,14.17,13.71,639,239,2022-09-01,12448.6284,63
2020-12-07,7,Lassi,74.59,77.03,62,517,2020-12-21,43188.3559,73
2019-10-02,2,Butter,53.55,52.72,434,210,2019-09-23,34510.2975,50
2022-02-07,2,Butter,96.59,97.75,113,169,2022-01-26,27267.357000000004,47
2019-12-02,4,Yogurt,69.96,66.85,13,74,2019-11-22,6142.487999999999,49
2021-02-23,1,Milk,72.23,72.08,103,166,2021-03-06,19474.6526,70
2022-03-02,2,Butter,66.43,63.3,397,553,2022-04-03,63171.60850000001,91
2019-07-22,2,Butter,81.96,80.75,179,282,2019-07-20,37785.1992,57
2019-10-14,6,Curd,22.01,18.2,196,570,2019-08-28,16863.6218,12
2019-09-08,1,Milk,54.11,51.21,20,124,2019-08-21,7803.7442,41
2020-07-27,2,Butter,31.34,35.44,120,384,2020-08-06,15814.164,69
2019-03-06,6,Curd,55.6,53.21,678,114,2019-03-02,44081.904,55
2022-05-07,2,Butter,49.52,45.34,257,164,2022-05-05,20881.098400000003,57
2022-05-13,8,Buttermilk,56.35,56.06,22,177,2022-04-28,11263.8015,44
2020-02-22,7,Lassi,19.02,22.71,425,203,2020-02-22,11953.119,59
2021-03-13,7,Lassi,76.34,74.55,121,138,2021-03-19,19779.694000000003,65
2019-02-26,7,Lassi,25.54,27.99,10,137,2019-02-28,3754.38,61
2020-03-12,1,Milk,40.06,40.14,47,25,2020-03-24,2918.371,71
2019-01-16,10,Ghee,63.62,65.1,498,315,2019-03-16,51737.6926,118
2021-12-18,6,Curd,71.91,71.69,343,389,2021-12-01,52678.3896,42
2022-02-15,6,Curd,90.23,88.87,451,53,2022-02-13,45482.2361,57
2019-09-16,1,Milk,28.46,24.02,1,118,2019-10-12,3394.9934000000003,85
2022-08-09,7,Lassi,24.15,21.68,448,211,2022-08-14,15936.826499999996,64
2021-02-15,9,Paneer,41.29,42.89,156,50,2021-02-24,8509.4561,68
2019-10-20,2,Butter,97.59,93.1,334,369,2019-10-26,68677.0107,65
2020-02-25,1,Milk,70.17,65.45,882,38,2020-01-04,64578.8544,7
2022-11-16,2,Butter,69.87,66.95,130,205,2022-11-19,23412.7383,62
2020-12-14,1,Milk,91.06,95.21,359,73,2020-10-29,39425.3376,13
2019-04-12,6,Curd,51.29,50.99,57,273,2019-03-24,16926.2129,40
2019-12-25,7,Lassi,98.91,95.6,490,76,2019-12-20,55994.9292,54
2021-11-27,2,Butter,52.84,54.49,514,420,2021-11-08,49378.4516,40
2019-12-09,8,Buttermilk,45.36,42.67,614,301,2019-10-30,41514.8328,19
2020-07-13,2,Butter,58.51,53.52,257,35,2020-07-04,17097.7922,50
2020-10-12,6,Curd,38.01,41.05,23,341,2020-09-13,13845.9027,30
2022-06-26,4,Yogurt,48.03,51.28,355,375,2022-07-16,35083.993800000004,79
2019-01-09,8,Buttermilk,31.31,34.5,12,10,2018-11-23,717.3121,12
2019-08-08,7,Lassi,28.56,26.45,77,394,2019-07-02,13459.1856,22
2020-12-27,6,Curd,80.83,77.58,61,213,2020-11-29,22169.2441,31
2022-11-12,10,Ghee,20.82,24.99,2,112,2023-03-26,2375.3538000000003,193
2020-04-28,1,Milk,36.35,35.83,125,718,2020-04-28,30675.765,59
2022-11-05,9,Paneer,47.79,43.94,272,623,2022-09-20,42797.3787,13
2022-08-13,6,Curd,49.23,50.85,12,316,2022-07-27,16196.1777,42
2021-02-15,7,Lassi,18.81,15.02,29,210,2021-01-18,4511.9547,31
2022-07-16,7,Lassi,36.24,34.83,449,406,2022-07-05,31014.192,48
2021-05-07,4,Yogurt,98.49,96.5,64,504,2021-04-01,55962.018,23
2019-05-24,10,Ghee,15.68,15.71,463,67,2019-06-14,8312.1248,80
2022-04-06,1,Milk,92.28,88.58,25,12,2022-02-10,3467.8824,4
2020-03-03,5,Ice Cream,64.71,66.34,476,66,2020-02-13,35132.35319999999,40
2020-07-09,9,Paneer,39.15,43.72,201,644,2020-05-25,33111.504,14
2020-11-15,8,Buttermilk,82.1,80.64,72,562,2020-11-08,52129.395,52
2022-11-11,9,Paneer,18.12,14.24,426,271,2022-11-01,12631.0896,49
2020-09-02,7,Lassi,32.99,33.64,248,15,2020-08-01,8690.5557,27
2019-07-22,5,Ice Cream,46.39,50.59,136,485,2019-07-07,28841.5908,44
2019-05-09,8,Buttermilk,32.44,34.3,97,71,2019-04-02,5481.386799999999,22
2020-07-01,9,Paneer,78.88,81.0,127,111,2020-05-15,18773.44,12
2021-06-06,3,Cheese,62.3,64.57,309,413,2021-07-13,45025.456,96
2022-04-19,3,Cheese,36.18,37.06,73,106,2022-04-22,6476.22,62
2019-06-23,7,Lassi,99.3,104.06,286,14,2019-05-11,29794.965,16
2020-01-27,5,Ice Cream,95.41,97.8,735,184,2020-01-02,87740.9442,34
2019-06-01,1,Milk,25.61,26.48,157,8,2019-05-09,4233.8452,36
2019-04-23,2,Butter,31.15,33.53,58,115,2019-05-12,5391.130499999999,78
2022-05-21,7,Lassi,84.18,83.0,249,435,2022-05-12,57599.323200000006,50
2020-01-03,6,Curd,57.38,60.94,7,671,2019-12-05,38922.5754,30
2022-07-13,7,Lassi,72.39,68.12,257,291,2022-06-26,39721.840800000005,42
2019-01-11,7,Lassi,92.87,88.88,339,7,2019-01-18,32195.242900000005,66
2022-12-17,5,Ice Cream,15.67,11.66,450,377,2022-12-24,12960.0302,66
2021-02-21,2,Butter,93.25,89.52,129,680,2021-03-11,75461.63,77
2022-11-05,8,Buttermilk,14.69,15.54,37,79,2022-10-11,1715.4982,34
2022-09-07,1,Milk,84.15,85.59,135,436,2022-08-06,48081.627,27
2020-01-07,6,Curd,69.87,72.65,549,297,2019-12-11,59134.4745,32
2022-06-04,10,Ghee,36.76,34.76,305,11,2022-09-09,11645.9356,156
2020-08-15,6,Curd,92.0,90.5,307,356,2020-07-01,61056.72,14
2022-01-24,2,Butter,60.58,62.92,4,65,2022-02-16,4213.9448,82
2022-07-11,9,Paneer,39.76,40.58,228,232,2022-05-31,18305.1064,18
2021-05-20,1,Milk,21.29,25.78,641,36,2021-05-15,14420.5686,54
2020-08-24,9,Paneer,13.92,9.33,190,327,2020-07-06,7200.5376,10
2022-03-26,7,Lassi,77.35,81.74,157,289,2022-03-07,34562.3005,40
2022-01-25,9,Paneer,47.93,50.29,20,39,2022-01-23,2855.1901,57
2021-09-04,3,Cheese,34.9,36.39,40,495,2021-09-20,18703.259,75
2020-10-19,9,Paneer,68.52,71.34,718,191,2020-09-21,62315.514,31
2019-06-21,4,Yogurt,31.03,26.29,541,4,2019-05-26,16931.8298,33
2021-02-07,5,Ice Cream,17.6,19.62,166,412,2021-02-03,10176.496,55
2021-12-09,9,Paneer,30.85,26.39,420,221,2021-12-10,19791.509,60
2019-02-04,10,Ghee,86.51,90.7,48,431,2019-06-20,41504.0376,195
2020-05-01,7,Lassi,94.29,95.29,324,16,2020-03-23,32089.7157,20
2021-10-04,1,Milk,58.36,62.24,298,88,2021-08-11,22559.058,5
2022-09-09,3,Cheese,64.42,59.5,916,30,2022-10-16,60960.0018,96
2019-04-03,3,Cheese,59.21,55.31,321,560,2019-03-08,52183.549300000006,33
2022-10-12,6,Curd,32.25,36.38,24,46,2022-09-12,2276.5275,29
2022-03-06,5,Ice Cream,73.38,69.04,455,70,2022-03-22,38530.3704,75
2022-04-16,4,Yogurt,48.27,53.0,160,685,2022-04-03,40834.9719,46
2019-11-09,9,Paneer,91.36,91.56,245,227,2019-10-25,43190.44,44
2020-06-27,5,Ice Cream,70.96,67.48,386,9,2020-07-13,28084.5488,75
2020-09-10,1,Milk,35.75,36.23,310,363,2020-08-09,24069.045,27
2021-05-10,8,Buttermilk,87.29,83.76,100,582,2021-03-26,59611.2139,14
2019-02-27,9,Paneer,46.01,48.74,588,49,2019-01-25,29326.774,26
2022-03-19,6,Curd,59.51,59.93,57,34,2022-02-28,5429.6924,40
2021-03-06,5,Ice Cream,10.16,12.1,507,43,2021-02-11,5592.267199999999,36
2020-11-25,9,Paneer,47.53,45.6,36,21,2020-10-20,2713.963,23
2019-09-16,9,Paneer,61.9,58.46,111,213,2019-09-16,20076.646,59
2019-03-01,8,Buttermilk,70.59,65.87,21,232,2019-01-21,17916.4479,20
2021-11-22,9,Paneer,75.06,71.12,559,320,2021-11-20,65998.7568,57
2019-07-07,2,Butter,85.67,90.66,696,215,2019-07-22,78053.0803,74
2020-07-19,4,Yogurt,71.68,74.46,58,4,2020-06-20,4485.7344,30
2021-05-16,8,Buttermilk,38.12,38.14,25,212,2021-04-04,9043.5888,17
2019-08-02,4,Yogurt,51.69,49.88,90,367,2019-08-25,23622.8469,82
2022-05-20,5,Ice Cream,54.6,52.06,39,391,2022-04-14,23479.638,23
2020-02-11,10,Ghee,56.36,60.17,80,16,2020-04-19,5410.56,127
2019-01-18,9,Paneer,37.85,42.07,299,75,2018-12-17,14173.311,27
2022-09-26,9,Paneer,54.46,52.33,295,574,2022-10-02,47354.6038,65
2019-09-10,6,Curd,63.98,67.68,616,65,2019-09-07,43620.9242,56
2022-02-07,6,Curd,88.01,89.42,552,304,2022-02-03,75390.2461,55
2020-11-16,7,Lassi,40.32,44.91,93,22,2020-11-07,4662.6048,50
2019-04-05,8,Buttermilk,95.8,92.5,85,20,2019-02-11,10104.026,6
2021-11-23,1,Milk,28.28,28.04,80,917,2021-10-03,28220.8948,8
2020-03-15,1,Milk,23.3,28.03,188,218,2020-02-29,9464.227,44
2022-03-06,9,Paneer,74.13,72.43,9,917,2022-02-19,68667.36029999999,44
2020-08-11,2,Butter,83.87,85.86,158,357,2020-08-10,43226.598,58
2021-08-17,6,Curd,66.93,70.59,88,749,2021-07-06,56057.8908,17
2020-11-11,6,Curd,52.05,54.2,131,816,2020-10-25,49340.7975,42
2021-09-09,8,Buttermilk,44.15,48.8,130,497,2021-08-11,27719.5775,30
2021-02-16,6,Curd,90.98,88.63,522,349,2021-01-15,79284.52100000001,27
2020-10-05,2,Butter,67.1,65.2,676,53,2020-10-23,48932.675,77
2021-11-04,7,Lassi,25.26,28.45,561,87,2021-11-06,16369.743,61
2020-11-17,3,Cheese,62.77,62.06,70,260,2020-12-31,20723.5155,103
2019-10-01,2,Butter,59.16,54.93,359,85,2019-09-15,26278.872,43
2019-06-01,8,Buttermilk,73.12,70.27,85,822,2019-04-10,66362.24960000001,7
2020-08-27,9,Paneer,21.59,19.55,99,36,2020-08-18,2930.1948,50
2022-01-21,4,Yogurt,29.49,24.63,226,124,2022-01-14,10323.8592,52
2020-11-11,3,Cheese,26.75,29.88,77,224,2020-11-24,8053.622499999999,72
2020-02-11,6,Curd,84.01,79.31,624,97,2020-01-16,60594.7328,33
2020-04-10,8,Buttermilk,66.93,67.66,88,647,2020-03-07,49194.888600000006,25
2022-12-14,1,Milk,92.72,91.65,199,216,2022-11-19,38541.8496,34
2019-03-07,10,Ghee,32.64,32.97,637,153,2019-05-17,25789.1904,130
2021-09-09,2,Butter,45.87,43.45,698,133,2021-10-15,38128.5201,95
2021-04-17,4,Yogurt,67.26,63.91,131,211,2021-03-25,23008.3008,36
2020-09-25,2,Butter,16.92,20.38,501,127,2020-10-24,10630.836,88
2020-07-09,6,Curd,70.51,71.49,274,56,2020-06-21,23334.5794,41
2021-03-16,9,Paneer,65.91,62.94,56,15,2021-03-03,4717.837799999999,46
2022-12-14,3,Cheese,11.4,8.48,91,156,2023-02-25,2821.842,132
2021-12-07,9,Paneer,96.0,96.45,50,411,2021-10-20,44308.8,11
2022-10-07,2,Butter,29.61,30.44,5,38,2022-09-18,1289.8116,40
2022-02-22,1,Milk,12.8,15.91,376,42,2022-01-30,5359.744000000001,36
2021-10-07,2,Butter,13.53,12.21,541,252,2021-11-02,10742.5494,85
2020-08-27,8,Buttermilk,42.29,40.04,270,189,2020-07-22,19450.8626,23
2020-09-26,1,Milk,77.35,81.15,2,10,2020-08-31,959.9135,33
2022-02-18,9,Paneer,62.39,60.68,167,195,2022-01-14,22596.4102,24
2019-09-12,6,Curd,46.12,47.79,205,46,2019-08-23,11594.568,39
2019-03-10,5,Ice Cream,66.12,69.93,376,472,2019-03-04,56128.6068,53
2019-10-01,8,Buttermilk,98.07,94.3,111,468,2019-09-13,56833.5264,41
2022-02-16,7,Lassi,62.05,58.16,91,248,2022-01-22,21079.626,34
2020-04-13,5,Ice Cream,12.53,14.28,236,133,2020-04-05,4635.5988,51
2020-11-22,4,Yogurt,96.21,97.78,524,453,2020-12-02,94083.759,69
2021-04-23,10,Ghee,68.24,63.75,489,166,2021-05-19,44740.8736,85
2020-02-12,1,Milk,95.88,98.82,230,7,2020-01-06,22759.0356,22
2020-10-22,9,Paneer,49.35,50.51,330,105,2020-10-15,21492.912,52
2021-01-16,3,Cheese,37.5,32.51,409,285,2021-01-04,26037.375,47
2020-04-14,1,Milk,48.78,47.47,501,192,2020-04-11,33810.8814,56
2022-09-27,8,Buttermilk,11.82,15.86,89,61,2022-10-02,1777.2552000000005,64
2021-01-10,9,Paneer,49.02,50.71,17,14,2020-12-15,1544.6202,33
2022-06-20,7,Lassi,94.53,91.56,706,143,2022-05-21,80288.11020000001,29
2022-11-12,3,Cheese,26.73,26.61,142,80,2023-01-09,5943.4155,117
2022-09-11,3,Cheese,67.96,69.12,437,225,2022-08-27,44992.2384,44
2019-11-07,7,Lassi,45.15,46.46,103,60,2019-10-31,7377.961499999999,52
2019-02-13,6,Curd,21.12,24.34,55,838,2019-01-29,18863.1168,44
2019-05-18,2,Butter,94.59,92.99,233,77,2019-06-13,29370.195,85
2019-11-17,5,Ice Cream,70.48,71.68,30,36,2019-11-23,4703.8352,65
2020-10-04,6,Curd,30.93,27.75,93,282,2020-09-07,11618.2359,32
2019-10-28,8,Buttermilk,90.35,89.54,565,372,2019-10-28,84727.5195,59
2022-03-08,9,Paneer,38.54,41.6,587,194,2022-03-11,30128.645,62
2020-04-27,2,Butter,10.71,7.75,234,387,2020-05-17,6657.4431,79
2020-03-07,8,Buttermilk,23.97,24.02,32,563,2020-02-29,14264.3073,52
2022-12-06,6,Curd,13.87,17.91,12,237,2022-11-25,3466.3904,48
2022-01-16,1,Milk,76.56,73.1,424,543,2022-01-03,74041.9416,46
2020-11-21,5,Ice Cream,40.15,44.49,86,201,2020-12-09,11555.5715,77
2020-07-27,6,Curd,59.15,58.7,558,190,2020-06-27,44258.396,29
2021-03-12,9,Paneer,36.9,34.06,370,23,2021-02-19,14513.877,38
2020-05-06,7,Lassi,95.9,97.06,385,98,2020-04-18,46341.757000000005,41
2022-06-06,3,Cheese,96.54,97.72,149,218,2022-07-13,35482.3116,96
2021-08-18,4,Yogurt,75.28,71.53,466,22,2021-07-21,36743.4152,31
2020-06-27,1,Milk,38.65,34.77,274,337,2020-05-27,23650.3215,28
2019-11-24,8,Buttermilk,54.84,55.29,11,184,2019-10-23,10694.8968,27
2020-04-01,8,Buttermilk,70.08,73.32,407,45,2020-03-29,31742.736,56
2022-05-24,6,Curd,31.05,34.72,445,126,2022-05-13,17735.139,48
2020-03-02,1,Milk,19.18,14.31,527,86,2020-02-01,11766.93,29
2022-01-11,10,Ghee,49.31,45.43,174,470,2022-01-24,31783.746700000003,72
2022-10-06,4,Yogurt,34.8,36.82,4,47,2022-09-20,1804.38,43
2020-07-24,2,Butter,69.46,74.35,2,7,2020-09-01,640.4212,98
2022-12-14,6,Curd,49.82,45.41,35,44,2022-11-14,3938.271,29
2020-06-09,9,Paneer,67.3,66.21,115,39,2020-04-28,10417.366999999998,17
2019-12-22,4,Yogurt,38.28,37.81,8,144,2019-12-05,5850.715200000001,42
2021-04-26,2,Butter,52.17,51.5,160,71,2021-05-20,12051.27,83
2021-04-07,2,Butter,79.07,80.54,7,680,2021-04-14,54348.7645,66
2021-08-28,7,Lassi,67.65,63.93,96,318,2021-08-22,28011.8355,53
2022-01-19,10,Ghee,40.38,43.03,519,243,2022-01-31,30773.598,71
2019-04-24,3,Cheese,99.68,94.92,376,215,2019-06-22,58987.6336,118
2019-04-09,10,Ghee,95.16,95.7,356,478,2019-04-26,79363.44,76
2019-08-14,8,Buttermilk,54.9,53.1,79,190,2019-07-05,14786.765999999998,19
2021-12-22,6,Curd,12.69,8.74,359,60,2021-11-25,5318.5059,32
2022-08-09,10,Ghee,34.52,30.97,672,146,2022-12-03,28242.8832,175
2022-04-22,10,Ghee,97.01,92.08,12,18,2022-06-21,2971.4163,119
2021-09-06,2,Butter,79.24,78.17,718,163,2021-09-20,69831.04239999999,73
2019-11-17,5,Ice Cream,25.82,29.74,14,968,2019-10-14,25379.2526,25
2019-07-19,1,Milk,84.42,83.2,539,276,2019-08-13,68803.1442,84
2021-04-16,6,Curd,80.81,83.75,242,699,2021-03-28,76104.4337,40
